,slot,ORIGINAL DESCRIP,DESCRIP LINE 1,Description line 2,CHARACTERS,,UNIT OF MEASURE,WEIGHT CORRECTION,CONVERSION,OMIT,DESCRIP 1,DESCRIP 2,,,,,,
113566,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113567,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113568,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113569,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113570,#N/A,#N/A,,,0,#N/A,OZ,,,,,,,,,,,
113571,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113572,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113573,#N/A,#N/A,SLICED PORK BUTT,"FOR TERIYAKI 1/4""",16,#N/A,LB,,1.00,,,,,,,,,
113574,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113575,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113576,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113577,#N/A,#N/A,PORK BONES ,SOUP BASE,11,#N/A,LB,,1.00,,,,,,,,,
113578,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113579,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113580,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113581,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113582,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113583,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113584,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113585,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113586,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113587,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113588,#N/A,#N/A,,,0,#N/A,0#,,,,,,,,,,,
113589,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113590,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113591,#N/A,#N/A,APPLEWOOD SMOKED BACON,,22,#N/A,,,,Y,,,,,,,,
113592,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113593,#N/A,#N/A,PORK BRISKET BONES,"1.75"" CUT",18,#N/A,LB,,1.00,,,,,,,,,
113594,#N/A,#N/A,BLACK FOREST HAM,BNLS SMK FRZ,16,#N/A,LB,,1,Y,,,,,,,,
113595,#N/A,#N/A,MEAT FRANKS,5/1,11,#N/A,LB,,1.00,,,,,,,,,
113596,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113597,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113598,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113599,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113600,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113601,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113602,#N/A,#N/A,PORTUGESE SAUSAGE,ROUND SLICED,17,#N/A,LB,,1.00,,,,,,,,,
113603,#N/A,#N/A,PORTUGESE SAUSAGE,ANGLE SLICED,17,#N/A,LB,,1.00,,,,,,,,,
113604,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113605,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113606,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113607,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113608,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113609,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113610,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113611,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113612,#N/A,#N/A,"3/8"" PORK CHOP",4-6 OZ END CUT B/I,14,#N/A,LB,,1,,,,,,,,,
113613,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113615,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113616,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113617,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113618,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113619,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113620,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113621,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113623,#N/A,#N/A,COCKTAIL SAUSAGE,SMOKIES,16,#N/A,LB,,1,,,,,,,,,
113624,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113628,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113629,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113630,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113631,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113632,#N/A,#N/A,BABY BACK RIB,PORK,13,#N/A,LB,2,1.00,,,,,,,,,
113633,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113635,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113636,#N/A,#N/A,PORT SAUSAGE,ANGLE SLICED,12,#N/A,LB,,1.00,,,,,,,,,
113637,#N/A,#N/A,PORT SAUSAGE,"3/8"" DICED",12,#N/A,LB,,1.00,,,,,,,,,
113638,#N/A,#N/A,PORTUGESE SAUSAGE,"1.75"" MILD",17,#N/A,LB,,1.00,,,,,,,,,
113639,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113640,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113641,#N/A,#N/A,CANADIAN STYLE BACON,,20,#N/A,LB,,1.00,,,,,,,,,
113642,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113643,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113644,#N/A,#N/A,SLICED PEPPERONI,15-17 SLC/OZ,16,#N/A,LB,,1.00,,,,,,,,,
113645,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113646,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113647,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113648,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113649,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113650,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113651,#N/A,#N/A,BACON,,5,#N/A,LB,,1.00,,,,,,,,,
113652,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113653,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113654,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113655,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113656,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113657,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113658,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113659,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113660,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113661,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113662,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113663,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113664,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113665,#N/A,#N/A,LARGE PORK SKIN,RENDERED,15,#N/A,LB,,1,,,,,,,,,
113668,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113669,#N/A,#N/A,PORK SPARERIB,4.9 DN 416,13,#N/A,AV,,1.00,Y,,,,,,,,
113670,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113671,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113672,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113673,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113675,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113676,#N/A,#N/A,BRISKET PORK BONES,,18,#N/A,LB,,1.00,,,,,,,,,
113678,#N/A,#N/A,,,0,#N/A,0#,,,,,,,,,,,
113679,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113683,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113684,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113685,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113686,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113687,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113688,#N/A,#N/A,PORK RIB ,416A 12/RACK,9,#N/A,AV,,,Y,,,,,,,,
113689,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113690,#N/A,#N/A,PORK LOINS (BNLS),CC S/OFF,17,#N/A,LB,,1.00,Y,,,,,,,,
113691,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113692,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113693,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113694,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113695,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113696,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113697,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113698,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113699,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113700,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113701,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113702,#N/A,#N/A,,,0,#N/A,NK,,,,,,,,,,,
113703,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113704,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113705,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113707,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113708,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113709,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113710,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113711,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113715,#N/A,#N/A,,,0,#N/A,VG,,,,,,,,,,,
113723,#N/A,#N/A,,,0,#N/A,5#,,,,,,,,,,,
113725,#N/A,#N/A,HONEY CURED BACON,13-17,17,#N/A,LB,,1.00,,,,,,,,,
113728,#N/A,#N/A,PORTUGESE SAUSAGE,KING SIZE HOT,17,#N/A,OZ,,16,,,,,,,,,
113729,#N/A,#N/A,PORTUGESE SAUSAGE,MUSUBI STYLE,17,#N/A,OZ,,16,,,,,,,,,
113735,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113736,#N/A,#N/A,PORK PIG,WHOLE FROZEN,8,#N/A,AV,,1.00,,,,,,,,,
113737,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113738,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113741,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113742,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113745,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113750,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113754,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113755,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113756,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113757,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113758,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113759,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113760,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113764,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113765,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113766,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113767,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113771,#N/A,#N/A,,,0,#N/A,5#,,,,,,,,,,,
113772,#N/A,#N/A,ROUND BACON,SLC ,11,#N/A,CT,,1.00,,,,,,,,,
113773,#N/A,#N/A,APPLE CIDER SMKD BCN,14-18 SGL SLC,20,#N/A,LB,,1.00,,,,,,,,,
113774,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113775,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113777,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113780,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113781,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113782,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113790,#N/A,#N/A,14-17 CASINO GLD SS G/F,BACON,23,#N/A,LB,,1.00,,,,,,,,,
113791,#N/A,#N/A,,,0,#N/A,LB,,,Y,,,,,,,,
113792,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113793,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113797,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113798,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113804,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113805,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113806,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113807,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113810,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113811,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113812,#N/A,#N/A,MENUENHANCER HAM,,16,#N/A,LB,,,Y,,,,,,,,
113815,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113816,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113817,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113820,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113821,#N/A,#N/A,APPLEWOOD  BACON,SMOKED 22-26,16,#N/A,LB,,1,,,,,,,,,
113822,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113823,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113825,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113829,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113830,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113831,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113833,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113837,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113838,#N/A,#N/A,ST LOUIS PORK RIBS,CKD 3DN,18,#N/A,PCS,,1.00,,,,,,,,,
113839,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113840,#N/A,#N/A,PORK LINK SAUSAGE,.8OZ FC SKNLS,17,#N/A,LB,,1.00,,,,,,,,,
113842,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113845,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113846,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113847,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113848,#N/A,#N/A,SMOKED HOCKS,,12,#N/A,LB,,1.00,Y,,,,,,,,
113849,#N/A,#N/A,SAUSAGE PORK LINK,MAPLE F/C,17,#N/A,OZ,,16.00,,,,,,,,,
113851,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113852,#N/A,#N/A,SAUSAGE PORK LINK,SKNLS F/C,17,#N/A,OZ,,16,,,,,,,,,
113853,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113855,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113856,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113857,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113858,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113859,#N/A,#N/A,PRK SAUSAGE CRMBL,FC ITAL STYLE,17,#N/A,LB,,1.00,,,,,,,,,
113860,#N/A,#N/A,PORK SAUSAGE PATTY,DELI-WIDE,18,#N/A,OZ,,16.00,,,,,,,,,
113861,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113862,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113863,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113864,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113865,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113868,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113870,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113871,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113872,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113873,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113874,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113875,#N/A,#N/A,PORK NECK BONE SOUP,,19,#N/A,LB,,1.00,Y,,,,,,,,
113877,#N/A,#N/A,ITALIAN SAUSAGE,HOT 5/1,15,#N/A,LB,,1.00,,,,,,,,,
113878,#N/A,#N/A,ITALIAN SAUSAGE,MILD 5/1,15,#N/A,LB,,1.00,,,,,,,,,
113879,#N/A,#N/A,CHORIZO SAUSAGE,CHISTORRA SEMI-CURED,15,#N/A,LB,,1.00,,,,,,,,,
113880,#N/A,#N/A,SMKY CHDDR SAUSAGE,"5/1 6""",18,#N/A,LB,,1,,,,,,,,,
113881,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113883,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113884,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113885,#N/A,#N/A,KUROBUTA SAUSAGEE,,17,#N/A,LB,,1.00,,,,,,,,,
113886,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113894,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113895,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113896,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113897,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113901,#N/A,#N/A,HAWIIAN WINNERS,RED,15,#N/A,LB,,1,,,,,,,,,
113905,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113906,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113907,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113908,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113909,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113910,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113911,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113912,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113913,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113917,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113920,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113921,#N/A,#N/A,KALUA PORK,,10,#N/A,OZ,,16.00,,,,,,,,,
113923,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113925,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113935,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113940,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113941,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113942,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113943,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113945,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113946,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113947,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113948,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113949,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113951,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113952,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113953,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113955,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113956,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113957,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113958,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113959,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113960,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113961,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113962,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113963,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113964,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113965,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113966,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113971,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113972,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113973,#N/A,#N/A,RIB-BITS BBQ SAUCE,SMOKED PORK,18,#N/A,LB,,1.00,,,,,,,,,
113974,#N/A,#N/A,RIB-BITS UNSAUCED,SMOKED PORK,17,#N/A,LB,,1.00,,,,,,,,,
113975,#N/A,#N/A,BACON,END & PIECES,5,#N/A,LB,,1.00,,,,,,,,,
113976,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113977,#N/A,#N/A,PORK RIB TIPS,SLC SMK PECAN WOOD,13,#N/A,LB,,1.00,,,,,,,,,
113978,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113980,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113981,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113982,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113983,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113984,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113986,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113987,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113989,#N/A,#N/A,DICED HAM,"3/8"" SMK WA",9,#N/A,LB,,1.00,,,,,,,,,
113991,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113992,#N/A,#N/A,CANADIAN STYLE BCN,SMOKED,18,#N/A,AV,,,Y,,,,,,,,
113996,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113997,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113998,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
113999,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
114001,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
114002,#N/A,#N/A,BNLS HAM,PIT HNY & BRN SUGAR,8,#N/A,LB,,1.00,,,,,,,,,
114003,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
114004,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
114005,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
114006,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
114007,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
114009,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
114010,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
114011,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
114012,#N/A,#N/A,,,0,#N/A,0#,,,,,,,,,,,
114014,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
114015,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
114018,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
114019,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
114020,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
114021,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
114022,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
114023,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
114024,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
114025,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
114026,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
114027,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
114028,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
114029,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
114030,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
114031,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
114032,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
114033,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
114034,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
114035,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
114036,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
114037,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
114038,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
114039,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
114040,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
114041,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
114050,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
114051,#N/A,#N/A,APPLEWOOD HHAM,CARVEMASTER FLAT,14,#N/A,LB,,1.00,Y,,,,,,,,
114052,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
114053,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
114054,#N/A,#N/A,,,0,#N/A,#N/A,,,,,,,,,,,
